"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002828","GO:0002828","regulation of type 2 immune response","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Ecm1",1
"GO:0002834","GO:0002834","regulation of response to tumor cell","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Tgfb1",1
"GO:0007097","GO:0007097","nuclear migration","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Syne1",1
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Myof",1
"GO:0032369","GO:0032369","negative regulation of lipid transport","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Itgb3",1
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Irf7",1
"GO:0035020","GO:0035020","regulation of Rac protein signal transduction","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Dock2",1
"GO:0035902","GO:0035902","response to immobilization stress","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Tgfb1",1
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Pla2g4a",1
"GO:0050858","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Lgals3",1
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Sphk1",1
"GO:1902110","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Bcl2l1",1
"GO:2000178","GO:2000178","negative regulation of neural precursor cell proliferation","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Tgfb1",1
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","1/171","34/23189",0.0294117647058824,3.98847609219126,1.50301307932961,0.222624076037037,0.42500959970707,0.375200185279873,"Itgb3",1
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","2/171","121/23189",0.0165289256198347,2.24145763858683,1.1800910781563,0.2244333866658,0.427883164009188,0.377736979411844,"Fbxo43/Timp4",2
"GO:1901343","GO:1901343","negative regulation of vasculature development","2/171","121/23189",0.0165289256198347,2.24145763858683,1.1800910781563,0.2244333866658,0.427883164009188,0.377736979411844,"Angpt4/Stat1",2
"GO:0016053","GO:0016053","organic acid biosynthetic process","4/171","329/23189",0.0121580547112462,1.6487317584742,1.02145891537451,0.225419794985851,0.429472784759772,0.379140303008664,"Mthfd2l/Sphk1/Mgll/Pla2g4a",4
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","2/171","122/23189",0.0163934426229508,2.22308503499185,1.16744631351156,0.227146467034214,0.430998747769699,0.38048742929581,"Mlip/Col14a1",2
"GO:0030518","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","2/171","122/23189",0.0163934426229508,2.22308503499185,1.16744631351156,0.227146467034214,0.430998747769699,0.38048742929581,"Zfp366/Hmga2",2
"GO:0050866","GO:0050866","negative regulation of cell activation","3/171","223/23189",0.0134529147982063,1.82432538745968,1.06611568988583,0.227379759156491,0.430998747769699,0.38048742929581,"Lgals3/Tgfb1/Lgals9",3
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Stat1",1
"GO:0006536","GO:0006536","glutamate metabolic process","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Uroc1",1
"GO:0007271","GO:0007271","synaptic transmission, cholinergic","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Chrna1",1
"GO:0010888","GO:0010888","negative regulation of lipid storage","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Itgb3",1
"GO:0015721","GO:0015721","bile acid and bile salt transport","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Abcc2",1
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"St6gal1",1
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Cd109",1
"GO:0048668","GO:0048668","collateral sprouting","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Dcx",1
"GO:0051642","GO:0051642","centrosome localization","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Syne1",1
"GO:0061050","GO:0061050","regulation of cell growth involved in cardiac muscle cell development","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Col14a1",1
"GO:1900368","GO:1900368","regulation of post-transcriptional gene silencing by regulatory ncRNA","1/171","35/23189",0.0285714285714286,3.87451963241437,1.46683814430039,0.228365008146632,0.430998747769699,0.38048742929581,"Tgfb1",1
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","3/171","224/23189",0.0133928571428571,1.81618107769424,1.0579696624238,0.22931998668662,0.431932023116566,0.381311328528447,"Abcc2/Tgfb1/Slc39a14",3
"GO:0017157","GO:0017157","regulation of exocytosis","3/171","224/23189",0.0133928571428571,1.81618107769424,1.0579696624238,0.22931998668662,0.431932023116566,0.381311328528447,"Lgals9/Rph3al/Bcl2l1",3
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","3/171","224/23189",0.0133928571428571,1.81618107769424,1.0579696624238,0.22931998668662,0.431932023116566,0.381311328528447,"Sphk1/Mgll/Pla2g4a",3
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","2/171","123/23189",0.016260162601626,2.20501117291875,1.15492396662106,0.229861927939749,0.432663187439769,0.381956803335898,"Ifi27/Bcl2l1",2
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","2/171","124/23189",0.0161290322580645,2.18722882475005,1.14252168997544,0.232579587999886,0.436195697795599,0.385075317696336,"Fbxo43/Sphk1",2
"GO:0002063","GO:0002063","chondrocyte development","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Ecm1",1
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0003401","GO:0003401","axis elongation","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0033280","GO:0033280","response to vitamin D","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0034505","GO:0034505","tooth mineralization","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Wnt9a",1
"GO:0045987","GO:0045987","positive regulation of smooth muscle contraction","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Sphk1",1
"GO:0060147","GO:0060147","regulation of post-transcriptional gene silencing","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0061384","GO:0061384","heart trabecula morphogenesis","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Nfatc1",1
"GO:0061842","GO:0061842","microtubule organizing center localization","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Syne1",1
"GO:0090322","GO:0090322","regulation of superoxide metabolic process","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:0097421","GO:0097421","liver regeneration","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Tgfb1",1
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Bcl2l1",1
"GO:2000780","GO:2000780","negative regulation of double-strand break repair","1/171","36/23189",0.0277777777777778,3.76689408706953,1.43197705085557,0.234063789506523,0.436195697795599,0.385075317696336,"Hmga2",1
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","4/171","335/23189",0.0119402985074627,1.61920223444183,0.983942489426848,0.234847569137847,0.437339591234783,0.386085151428605,"Mcub/Itgb3/Slc24a4/Tgfb1",4
"GO:0002312","GO:0002312","B cell activation involved in immune response","2/171","125/23189",0.016,2.16973099415205,1.13023720040075,0.235299268347357,0.437339591234783,0.386085151428605,"Tgfb1/St3gal1",2
"GO:0055006","GO:0055006","cardiac cell development","2/171","125/23189",0.016,2.16973099415205,1.13023720040075,0.235299268347357,0.437339591234783,0.386085151428605,"Col14a1/Speg",2
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","2/171","125/23189",0.016,2.16973099415205,1.13023720040075,0.235299268347357,0.437339591234783,0.386085151428605,"Nabp1/Ccng1",2
"GO:1905475","GO:1905475","regulation of protein localization to membrane","3/171","228/23189",0.0131578947368421,1.78431825176978,1.02579423487097,0.2371117438397,0.439748453709893,0.388211704917274,"Lgals3/Tgfb1/Bcl2l1",3
"GO:0014897","GO:0014897","striated muscle hypertrophy","2/171","126/23189",0.0158730158730159,2.15251090689687,1.11806827678652,0.23802079260329,0.439748453709893,0.388211704917274,"Mlip/Col14a1",2
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","2/171","126/23189",0.0158730158730159,2.15251090689687,1.11806827678652,0.23802079260329,0.439748453709893,0.388211704917274,"Rph3al/Bcl2l1",2
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Pold4",1
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"St3gal1",1
"GO:0002418","GO:0002418","immune response to tumor cell","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Tgfb1",1
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Mill2",1
"GO:0009119","GO:0009119","ribonucleoside metabolic process","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Ak1",1
"GO:0022617","GO:0022617","extracellular matrix disassembly","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Lcp1",1
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Zfp366",1
"GO:0033687","GO:0033687","osteoblast proliferation","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Itgb3",1
"GO:0045738","GO:0045738","negative regulation of DNA repair","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Hmga2",1
"GO:0051450","GO:0051450","myoblast proliferation","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Megf10",1
"GO:0060295","GO:0060295","regulation of cilium movement involved in cell motility","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Clxn",1
"GO:0060966","GO:0060966","regulation of gene silencing by regulatory ncRNA","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Tgfb1",1
"GO:0070316","GO:0070316","regulation of G0 to G1 transition","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Ccn2",1
"GO:0071354","GO:0071354","cellular response to interleukin-6","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Il6ra",1
"GO:1902019","GO:1902019","regulation of cilium-dependent cell motility","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Clxn",1
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Atf6",1
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","1/171","37/23189",0.027027027027027,3.66508613877035,1.39834316461339,0.239720727786417,0.439748453709893,0.388211704917274,"Nmnat2",1
"GO:0044782","GO:0044782","cilium organization","5/171","452/23189",0.0110619469026549,1.50009056564716,0.925437739723736,0.241780904272753,0.443116730027971,0.391185232808144,"Clxn/Dcx/Ablim1/Cfap100/Syne1",5
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","3/171","231/23189",0.012987012987013,1.76114528746108,1.00208009422905,0.242985913835019,0.443116730027971,0.391185232808144,"Lgals9/Sparcl1/Palld",3
"GO:0001704","GO:0001704","formation of primary germ layer","2/171","128/23189",0.015625,2.11887792397661,1.09406854036331,0.24346867960767,0.443116730027971,0.391185232808144,"Itgb3/Hmga2",2
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","2/171","128/23189",0.015625,2.11887792397661,1.09406854036331,0.24346867960767,0.443116730027971,0.391185232808144,"Ak1/Nudt18",2
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","2/171","128/23189",0.015625,2.11887792397661,1.09406854036331,0.24346867960767,0.443116730027971,0.391185232808144,"Ak1/Nudt18",2
